0, 43.1887
1, 43.0771
2, 32.2403
3, 34.763
4, 29.4425
5, 25.334
6, 22.9479
7, 19.6353
8, -38.06
9, -63.1023
10, -91.6341
11, -137.111
12, -137.111
13, -186.23
14, -193.206
15, -309.531
16, -309.531
17, -302.647
18, -306.274
19, -311.277
20, -311.277
21, -311.277
22, -311.277
23, -311.277
24, -311.277
25, -311.277
26, -311.277
27, -311.277
28, -311.277
29, -311.277
30, -311.277
31, -311.277
32, -311.277
33, -311.277
34, -311.277
35, -311.277
36, -280.775
37, -280.775
38, -204.841
39, -171.735
40, -171.735
41, 1.85404
42, 37.762
43, 48.5064
44, 79.2023
45, 125.209
46, 144.712
47, 183.218
48, 199.788
49, 231.901
50, 272.643
51, 283.65
52, 283.65
53, 283.65
54, 283.65
55, 283.65
56, 283.65
57, 283.65
58, 283.65
59, 283.65
60, 283.65
61, 283.65
62, 283.65
63, 283.65
64, 234.95
65, 206.591
66, 203.091
67, 167.315
68, 167.079
69, 146.213
70, 131.781
71, 131.781
72, 99.204
73, 91.1991
74, 77.1905
75, 72.2248
76, 38.0846
77, 3.48546
78, -2.31013
79, -25.8137
80, -46.9188
81, -81.7065
82, -127.422
83, -127.422
84, -229.667
85, -277.069
86, -298.07
87, -298.07
88, -298.07
89, -298.07
90, -298.07
91, -298.07
92, -298.07
93, -298.07
94, -298.07
95, -298.07
96, -298.07
97, -298.07
98, -298.07
99, -298.07
100, -298.07
101, -298.07
102, -298.07
103, -298.07
104, -298.07
105, -298.07
106, -304.996
107, -304.996
108, -254.49
109, -254.49
110, -204.663
111, -204.663
112, 157.379
113, 177.917
114, 223.165
115, 240.623
116, 274.644
117, 274.644
118, 274.644
119, 274.644
120, 274.644
121, 274.644
122, 274.644
123, 274.644
124, 274.644
125, 274.644
126, 274.644
127, 274.644
128, 274.644
129, 274.644
130, 274.644
131, 274.644
132, 274.644
133, 274.644
134, 274.644
135, 274.644
136, 274.644
137, 274.644
138, 274.644
139, 274.644
140, 274.644
141, 274.644
142, 274.644
143, 274.644
144, 274.644
145, 274.644
146, 274.644
147, 274.644
148, 274.644
149, 274.644
150, 274.644
151, 274.644
152, 274.644
153, 274.644
154, 274.644
155, 274.644
156, 274.644
157, 274.644
158, 274.644
159, 274.644
160, 274.644
161, 274.644
162, 274.644
163, 274.644
164, 274.644
